PROTEIN_U,PROTEIN_V,CO_EXP
Q0115,YER059W,0.3488961340411303
Q0115,YER137C,0.0
Q0115,YFR033C,0.16183174036576273
Q0115,YGL122C,0.0
Q0115,YGL157W,0.0
Q0115,YGR035C,0.0
Q0115,YGR174C,0.3252604167259758
Q0115,YGR183C,0.3535534316571316
Q0115,YHL030W,0.5123787627470353
Q0115,YHL038C,0.022325451355141905
Q0115,YHR001W-A,0.33321019667463475
Q0115,YHR138C,0.0
Q0115,YIR021W,0.0
Q0115,YJL166W,0.20771402146273052
Q0115,YJL209W,0.0
Q0115,YKL208W,0.0
Q0115,YKR011C,0.05128541544161382
Q0115,YLL056C,0.0
Q0115,YLR089C,0.0
Q0115,YLR099C,0.0
Q0115,YML125C,0.0
Q0115,YMR102C,0.0
Q0115,YNL155W,0.0
Q0115,YOR009W,0.37056006872275804
Q0115,YOR049C,0.0
Q0115,YOR052C,0.5021352102389819
Q0115,YOR065W,0.09278409840733509
Q0115,YOR273C,0.525581877528999
Q0115,YOR306C,0.0
Q0115,YPL156C,0.2644417252467512
Q0115,YPL215W,0.0
Q0115,YPL219W,0.3003907455662268
Q0115,YPR191W,0.0
Q0120,YDL044C,0.0
Q0120,YDL069C,0.0
Q0120,YDR197W,0.0
Q0120,YDR529C,0.0
Q0120,YEL024W,0.0
Q0120,YGL122C,0.0
Q0120,YHL038C,0.0
Q0120,YIL177C,0.0
Q0120,YIL177W-A,0.0
Q0120,YJL209W,0.0
Q0120,YJL225C,0.0
Q0120,YJL225W-A,0.0
Q0120,YKL208W,0.0
Q0120,YLR382C,0.0
Q0120,YOR065W,0.0
Q0120,YPL160W,0.0
Q0130,Q0140,0.0
Q0130,Q0250,0.0
Q0130,Q0275,0.0
Q0130,YAL039C,0.0
Q0130,YBL049W,0.0
Q0130,YBL099W,0.0
Q0130,YBR039W,0.0
Q0130,YBR230C,0.0
Q0130,YCR024C,0.0
Q0130,YDL004W,0.0
Q0130,YDL044C,0.0
Q0130,YDL130W,0.0
Q0130,YDL130W-A,0.0
Q0130,YDR019C,0.0
Q0130,YDR070C,0.0
Q0130,YDR231C,0.0
Q0130,YDR298C,0.0
Q0130,YDR332W,0.0
Q0130,YDR379C-A,0.0
Q0130,YDR487C,0.0
Q0130,YEL039C,0.0
Q0130,YER042W,0.0
Q0130,YER141W,0.0
Q0130,YER154W,0.0
Q0130,YFR017C,0.0
Q0130,YGL031C,0.0
Q0130,YGL121C,0.0
Q0130,YGR244C,0.0
Q0130,YGR248W,0.0
Q0130,YHL021C,0.0
Q0130,YHR001W-A,0.0
Q0130,YHR011W,0.0
Q0130,YHR026W,0.0
Q0130,YHR087W,0.0
Q0130,YIL114C,0.0
Q0130,YIL136W,0.0
Q0130,YIR021W,0.0
Q0130,YJL046W,0.0
Q0130,YJR008W,0.0
Q0130,YJR045C,0.0
Q0130,YJR121W,0.0
Q0130,YJR144W,0.0
Q0130,YKL151C,0.0
Q0130,YLR203C,0.0
Q0130,YLR327C,0.0
Q0130,YLR393W,0.0
Q0130,YLR406C,0.0
Q0130,YML007W,0.0
Q0130,YML056C,0.0
Q0130,YML100W,0.0
Q0130,YML128C,0.0
Q0130,YMR030W,0.0
Q0130,YMR064W,0.0
Q0130,YMR098C,0.0
Q0130,YMR169C,0.0
Q0130,YMR189W,0.0
Q0130,YMR242C,0.0
Q0130,YMR282C,0.0
Q0130,YNL015W,0.0
Q0130,YNL160W,0.0
Q0130,YNL169C,0.0
Q0130,YNL185C,0.0
Q0130,YNL237W,0.0
Q0130,YNL301C,0.0
Q0130,YNR037C,0.0
Q0130,YOL027C,0.0
Q0130,YOL052C-A,0.0
Q0130,YOL095C,0.0
Q0130,YOR173W,0.0
Q0130,YOR187W,0.0
Q0130,YOR205C,0.0
Q0130,YOR305W,0.0
Q0130,YOR338W,0.0
Q0130,YOR374W,0.0
Q0130,YPL078C,0.0
Q0130,YPL186C,0.0
Q0130,YPL271W,0.0
Q0130,YPR047W,0.0
Q0130,YPR160W,0.0
Q0140,Q0275,0.0
Q0140,YBL049W,0.0
Q0140,YBL090W,0.0
Q0140,YBR146W,0.0
Q0140,YBR185C,0.0
Q0140,YBR251W,0.0
Q0140,YDL045W-A,0.0
Q0140,YDR036C,0.0
Q0140,YDR041W,0.0
Q0140,YDR115W,0.0
Q0140,YDR175C,0.0
Q0140,YDR337W,0.0
Q0140,YDR347W,0.0
Q0140,YDR476C,0.0
Q0140,YDR494W,0.0
Q0140,YER050C,0.0
Q0140,YER131W,0.0
Q0140,YER154W,0.0
Q0140,YFR049W,0.0
Q0140,YGL122C,0.0
Q0140,YGL129C,0.0
Q0140,YGR084C,0.0
Q0140,YGR118W,0.0
Q0140,YGR165W,0.0
Q0140,YGR215W,0.0
Q0140,YGR220C,0.0
Q0140,YHL004W,0.0
Q0140,YHR075C,0.0
Q0140,YIL022W,0.0
Q0140,YIL069C,0.0
Q0140,YIL093C,0.0
Q0140,YJL014W,0.0
Q0140,YJR008W,0.0
Q0140,YJR045C,0.0
Q0140,YJR101W,0.0
Q0140,YJR113C,0.0
Q0140,YKL003C,0.0
Q0140,YKL155C,0.0
Q0140,YKL170W,0.0
Q0140,YKR057W,0.0
Q0140,YKR067W,0.0
Q0140,YLR048W,0.0
Q0140,YML073C,0.0
Q0140,YMR143W,0.0
Q0140,YMR158W,0.0
Q0140,YMR188C,0.0
Q0140,YMR193W,0.0
Q0140,YNL081C,0.0
Q0140,YNL096C,0.0
Q0140,YNL137C,0.0
Q0140,YNL281W,0.0
Q0140,YNL306W,0.0
Q0140,YNR036C,0.0
Q0140,YNR037C,0.0
Q0140,YOL027C,0.0
Q0140,YOL121C,0.0
Q0140,YOR021C,0.0
Q0140,YOR158W,0.0
Q0140,YOR232W,0.0
Q0140,YPL013C,0.0
Q0140,YPL029W,0.0
Q0140,YPL118W,0.0
Q0140,YPR024W,0.0
Q0140,YPR125W,0.0
Q0140,YPR166C,0.0
Q0143,Q0182,0.0
Q0160,YAR007C,0.0
Q0160,YBL075C,0.0
Q0160,YBR114W,0.0
Q0160,YDR311W,0.0
Q0160,YDR460W,0.0
Q0160,YER162C,0.0
Q0160,YER171W,0.0
Q0160,YGR154C,0.0
Q0160,YGR258C,0.0
Q0160,YIL128W,0.0
Q0160,YIL143C,0.0
Q0160,YJL173C,0.0
Q0160,YJR052W,0.0
Q0160,YLR005W,0.0
Q0160,YML095C,0.0
Q0160,YMR201C,0.0
Q0160,YMR224C,0.0
Q0160,YNL312W,0.0
Q0160,YPL022W,0.0
Q0160,YPL122C,0.0
Q0182,YEL051W,0.0
Q0182,YMR233W,0.0
Q0250,Q0275,0.0
Q0250,YBL030C,0.0
Q0250,YBL045C,0.0
Q0250,YBL090W,0.0
Q0250,YBR024W,0.0
Q0250,YBR037C,0.0
Q0250,YBR122C,0.0
Q0250,YDL067C,0.0
Q0250,YDL107W,0.0
Q0250,YDR231C,0.0
Q0250,YDR494W,0.0
Q0250,YEL024W,0.0
Q0250,YEL047C,0.0
Q0250,YEL059C-A,0.0
Q0250,YER153C,0.0
Q0250,YER154W,0.0
Q0250,YGL143C,0.0
Q0250,YGL187C,0.0
Q0250,YGL191W,0.0
Q0250,YGR062C,0.0
Q0250,YGR112W,0.0
Q0250,YGR132C,0.0
Q0250,YHR051W,0.0
Q0250,YIL051C,0.0
Q0250,YIL111W,0.0
Q0250,YIL155C,0.0
Q0250,YJR048W,0.0
Q0250,YJR121W,0.0
Q0250,YKL150W,0.0
Q0250,YLL009C,0.0
Q0250,YLR038C,0.0
Q0250,YLR203C,0.0
Q0250,YLR395C,0.0
Q0250,YML054C,0.0
Q0250,YML129C,0.0
Q0250,YMR035W,0.0
Q0250,YMR150C,0.0
Q0250,YMR256C,0.0
Q0250,YMR257C,0.0
Q0250,YNL052W,0.0
Q0250,YNL178W,0.0
Q0250,YOL027C,0.0
Q0250,YOR065W,0.0
Q0250,YPL118W,0.0
Q0250,YPL132W,0.0
Q0250,YPL172C,0.0
Q0250,YPR024W,0.0
Q0255,YBR143C,0.0
Q0255,YDR140W,0.0
Q0255,YGL122C,0.0
Q0255,YLR406C,0.0
Q0255,YNL063W,0.0
Q0275,YBL090W,0.0
Q0275,YBL099W,0.0
Q0275,YCR053W,0.0
Q0275,YDL044C,0.0
Q0275,YDL067C,0.0
Q0275,YDL107W,0.0
Q0275,YDR047W,0.0
Q0275,YDR298C,0.0
Q0275,YDR494W,0.0
Q0275,YER152C,0.0
Q0275,YER153C,0.0
Q0275,YER154W,0.0
Q0275,YFR047C,0.0
Q0275,YGL187C,0.0
Q0275,YGL191W,0.0
Q0275,YGL195W,0.0
Q0275,YGR062C,0.0
Q0275,YGR112W,0.0
Q0275,YGR222W,0.0
Q0275,YHR051W,0.0
Q0275,YIL111W,0.0
Q0275,YJL138C,0.0
Q0275,YJR121W,0.0
Q0275,YKL003C,0.0
Q0275,YKR059W,0.0
Q0275,YLR038C,0.0
Q0275,YLR067C,0.0
Q0275,YLR109W,0.0
Q0275,YLR203C,0.0
Q0275,YLR395C,0.0
Q0275,YML129C,0.0
Q0275,YMR030W,0.0
Q0275,YMR256C,0.0
Q0275,YMR257C,0.0
Q0275,YNL052W,0.0
Q0275,YNL178W,0.0
Q0275,YNR045W,0.0
Q0275,YOL027C,0.0
Q0275,YOL140W,0.0
Q0275,YOR017W,0.0
Q0275,YOR369C,0.0
Q0275,YPL013C,0.0
Q0275,YPL118W,0.0
Q0275,YPL132W,0.0
Q0275,YPL172C,0.0
R0010W,R0020C,0.0
R0010W,R0030W,0.0
R0010W,R0040C,0.0
R0010W,YOR250C,0.0
R0020C,R0030W,0.0
R0020C,R0040C,0.0
R0020C,YBR289W,0.0
R0020C,YLR321C,0.0
R0030W,R0040C,0.0
R0030W,YOR101W,0.0
R0030W,YOR351C,0.0
R0040C,YBR289W,0.0
R0040C,YLR321C,0.0
YAL001C,YAL015C,0.0
YAL001C,YBL014C,0.0
YAL001C,YBL018C,0.0
YAL001C,YBL025W,0.0
YAL001C,YBL030C,0.03052568842135166
YAL001C,YBL057C,0.0
YAL001C,YBL074C,0.1324660294288842
YAL001C,YBL094C,0.0
YAL001C,YBL096C,0.0
YAL001C,YBR055C,0.0309241371430882
YAL001C,YBR123C,0.3612943122896293
YAL001C,YBR152W,0.0
YAL001C,YBR154C,0.0
YAL001C,YBR233W-A,0.0
YAL001C,YDL014W,0.0
YAL001C,YDL025C,0.0
YAL001C,YDL031W,0.0
YAL001C,YDL074C,0.0
YAL001C,YDL078C,0.1674170593028195
YAL001C,YDL097C,0.17581406815215211
YAL001C,YDL098C,0.0
YAL001C,YDL115C,0.14741655549434904
YAL001C,YDL140C,0.09372832717097832
YAL001C,YDL147W,0.1879884296056551
YAL001C,YDL150W,0.0
YAL001C,YDR005C,0.11559987970109625
YAL001C,YDR045C,0.0
YAL001C,YDR071C,0.0
YAL001C,YDR156W,0.0
YAL001C,YDR201W,0.16353169426690195
YAL001C,YDR235W,0.059687081958017814
YAL001C,YDR240C,0.0
YAL001C,YDR362C,0.16067593970769312
YAL001C,YDR381W,0.0
YAL001C,YDR404C,0.0
YAL001C,YDR449C,0.0
YAL001C,YDR452W,0.09474455375261817
YAL001C,YDR510W,0.3214426431643938
YAL001C,YDR523C,0.0
YAL001C,YEL007W,0.0
YAL001C,YEL055C,0.0
YAL001C,YER029C,0.0
YAL001C,YER072W,0.0
YAL001C,YER082C,0.0
YAL001C,YER148W,0.0
YAL001C,YER172C,0.0
YAL001C,YFL002C,0.0
YAL001C,YFL017W-A,0.0
YAL001C,YFR003C,0.3066691534330338
YAL001C,YFR014C,0.17626347058138733
YAL001C,YFR052W,0.33494827129745425
YAL001C,YGL043W,0.0
YAL001C,YGL068W,0.16649145070693463
YAL001C,YGL070C,0.0
YAL001C,YGL098W,0.13771209278005606
YAL001C,YGL111W,0.0
YAL001C,YGL145W,0.0011943016686713182
YAL001C,YGR013W,0.0
YAL001C,YGR047C,0.12126247175255161
YAL001C,YGR128C,0.0
YAL001C,YGR211W,0.0
YAL001C,YGR246C,0.0
YAL001C,YGR271W,0.12428420574255229
YAL001C,YHR009C,0.0
YAL001C,YHR074W,0.10576350640160508
YAL001C,YHR085W,0.0
YAL001C,YHR122W,0.0
YAL001C,YHR143W-A,0.0
YAL001C,YHR148W,0.0
YAL001C,YHR197W,0.0
YAL001C,YIL021W,0.0
YAL001C,YIL128W,0.0
YAL001C,YIL144W,0.0
YAL001C,YIR010W,0.0
YAL001C,YJL011C,0.0
YAL001C,YJL025W,0.0
YAL001C,YJL140W,0.0
YAL001C,YJL148W,0.0
YAL001C,YJL153C,0.21277932979737377
YAL001C,YJR041C,0.0
YAL001C,YJR051W,0.37057853525826645
YAL001C,YJR063W,0.0
YAL001C,YJR127C,0.11231261231696568
YAL001C,YKL006W,0.0
YAL001C,YKL028W,0.0
YAL001C,YKL093W,0.0
YAL001C,YKL122C,0.0
YAL001C,YKL125W,0.0
YAL001C,YKL144C,0.0
YAL001C,YKR025W,0.0
YAL001C,YKR026C,0.0
YAL001C,YKR037C,0.16905429466925131
YAL001C,YKR060W,0.0
YAL001C,YKR062W,0.0
YAL001C,YKR092C,0.0
YAL001C,YLR002C,0.0
YAL001C,YLR141W,0.20802095495312925
YAL001C,YLR215C,0.0
YAL001C,YLR275W,0.0
YAL001C,YLR291C,0.0
YAL001C,YLR298C,0.0
YAL001C,YLR344W,0.0
YAL001C,YLR375W,0.0
YAL001C,YLR394W,0.11665655261141694
YAL001C,YML043C,0.0
YAL001C,YML049C,0.4182400821531505
YAL001C,YML073C,0.06847257968012826
YAL001C,YML093W,0.0
YAL001C,YML117W,0.024199521576702097
YAL001C,YMR039C,0.0
YAL001C,YMR093W,0.0
YAL001C,YMR128W,0.0
YAL001C,YMR185W,0.0
YAL001C,YMR257C,0.34601696496841744
YAL001C,YMR270C,0.0
YAL001C,YMR285C,0.0
YAL001C,YNL002C,0.0
YAL001C,YNL018C,0.0
YAL001C,YNL039W,0.0
YAL001C,YNL113W,0.0
YAL001C,YNL151C,0.0
YAL001C,YNL182C,0.0
YAL001C,YNL248C,0.0
YAL001C,YNR002C,0.2967891777020837
YAL001C,YNR003C,0.0
YAL001C,YNR035C,0.4473296451423178
YAL001C,YOL005C,0.23929455979796616
YAL001C,YOL016C,0.1819429896559289
YAL001C,YOL077C,0.0
YAL001C,YOR028C,0.0
YAL001C,YOR075W,0.0
YAL001C,YOR110W,0.0
YAL001C,YOR116C,0.0
YAL001C,YOR148C,0.0
YAL001C,YOR151C,0.0
YAL001C,YOR159C,0.0
YAL001C,YOR179C,0.0
YAL001C,YOR180C,0.0
YAL001C,YOR204W,0.0
YAL001C,YOR207C,0.0
YAL001C,YOR210W,0.0
YAL001C,YOR224C,0.0
YAL001C,YOR260W,0.0
YAL001C,YOR295W,0.0
YAL001C,YOR308C,0.0
YAL001C,YOR340C,0.0
YAL001C,YOR341W,0.0
YAL001C,YPL007C,0.3856952643389787
YAL001C,YPL137C,0.0
YAL001C,YPL237W,0.0
YAL001C,YPR003C,0.0
YAL001C,YPR010C,0.0
YAL001C,YPR022C,0.0
YAL001C,YPR057W,0.0
YAL001C,YPR082C,0.014944767115564715
YAL001C,YPR086W,0.0
YAL001C,YPR104C,0.0
YAL001C,YPR110C,0.0
YAL001C,YPR182W,0.021837666700041582
YAL001C,YPR186C,0.0
YAL001C,YPR187W,0.0
YAL001C,YPR190C,0.0
YAL001C,YPR198W,0.0
YAL002W,YBL017C,0.36668372526890947
YAL002W,YBR122C,0.0
YAL002W,YBR131W,0.09309541849808753
YAL002W,YBR286W,0.38363794011767177
YAL002W,YBR290W,0.21956306190974298
YAL002W,YCL008C,0.5169057778334946
YAL002W,YCL018W,0.0
YAL002W,YCL043C,0.13554335430962758
YAL002W,YDL006W,0.1706530928231194
YAL002W,YDL077C,0.0
YAL002W,YDL211C,0.0
YAL002W,YDL220C,0.0
YAL002W,YDR080W,0.0
YAL002W,YDR170C,0.0
YAL002W,YDR171W,0.46140878925646245
YAL002W,YDR323C,0.37299319910179574
YAL002W,YDR359C,0.6810826449247972
YAL002W,YDR425W,0.5220220704401495
YAL002W,YDR443C,0.5044935801423766
YAL002W,YDR495C,0.0
YAL002W,YEL060C,0.42063420254745637
YAL002W,YER068W,0.18244143885620537
YAL002W,YFL026W,0.3617439398726562
YAL002W,YFR008W,0.4352296450446502
YAL002W,YGL124C,0.0
YAL002W,YGL200C,0.0
YAL002W,YGL206C,0.14086953223164111
YAL002W,YGL212W,0.0
YAL002W,YGR083C,0.0
YAL002W,YGR089W,0.0
YAL002W,YGR130C,0.0
YAL002W,YGR261C,0.0
YAL002W,YHR012W,0.0
YAL002W,YHR047C,0.28607791155485224
YAL002W,YHR115C,0.0
YAL002W,YJL053W,0.5306176478412824
YAL002W,YJL154C,0.5548953378744484
YAL002W,YJL204C,0.0
YAL002W,YJL222W,0.09832491850189948
YAL002W,YJR102C,0.29909933860332316
YAL002W,YKL196C,0.36378263525909277
YAL002W,YKR001C,0.5801626166518581
YAL002W,YKR014C,0.5134727242694799
YAL002W,YKR026C,0.0
YAL002W,YLL028W,0.2406974087750265
YAL002W,YLL040C,0.35326824565075904
YAL002W,YLR039C,0.22915018886931057
YAL002W,YLR093C,0.5621586355865029
YAL002W,YLR148W,0.0
YAL002W,YLR238W,0.4667497728652901
YAL002W,YLR240W,0.5100529875557032
YAL002W,YLR262C,0.11473288814483645
YAL002W,YLR291C,0.0
YAL002W,YLR360W,0.27624079195264906
YAL002W,YLR396C,0.18228556369168647
YAL002W,YLR417W,0.47259934555854893
YAL002W,YLR418C,0.0
YAL002W,YML097C,0.0
YAL002W,YMR029C,0.3252173787941615
YAL002W,YMR186W,0.4731494622472508
YAL002W,YMR231W,0.15377242027683138
YAL002W,YMR275C,0.025806124430693845
YAL002W,YMR291W,0.0
YAL002W,YMR297W,0.4490351820329257
YAL002W,YNL021W,0.0
YAL002W,YNL032W,0.19356983080875403
YAL002W,YNL093W,0.3273796742244211
YAL002W,YNL206C,0.01412046982995526
YAL002W,YNR006W,0.4670597027615182
YAL002W,YOR036W,0.6042403230185845
YAL002W,YOR068C,0.0
YAL002W,YOR069W,0.0
YAL002W,YOR080W,0.0
YAL002W,YOR089C,0.1658723604908644
YAL002W,YOR106W,0.0
YAL002W,YOR132W,0.5175088677946419
YAL002W,YOR141C,0.5980545015808917
YAL002W,YOR154W,0.0
YAL002W,YOR244W,0.4293446479380599
YAL002W,YPL015C,0.39461240047396745
YAL002W,YPL045W,0.0
YAL002W,YPL055C,0.0
YAL002W,YPL065W,0.32579228484405554
YAL002W,YPL120W,0.47719200785788984
YAL002W,YPL139C,0.1466263769817596
YAL002W,YPL154C,0.5076368782727724
YAL002W,YPL161C,0.14358992060082817
YAL002W,YPL195W,0.0
YAL002W,YPL240C,0.4004990125061787
YAL003W,YAL035W,0.6635807664847598
YAL003W,YAL036C,0.8447995013343165
YAL003W,YAL038W,0.5159907124180151
YAL003W,YAR019C,0.0
YAL003W,YBL027W,0.866426039783465
YAL003W,YBL038W,0.0
YAL003W,YBL072C,0.8220877461101815
YAL003W,YBL087C,0.8464693057369672
YAL003W,YBL090W,0.07762782333611304
YAL003W,YBL092W,0.9150375940994764
YAL003W,YBR025C,0.8357001581737933
YAL003W,YBR031W,0.8466315013740525
YAL003W,YBR048W,0.794116943765205
YAL003W,YBR084C-A,0.0
YAL003W,YBR106W,0.8797230318867181
YAL003W,YBR118W,0.0
YAL003W,YBR122C,0.04292910933058266
YAL003W,YBR123C,0.0
YAL003W,YBR143C,0.7710162387614526
YAL003W,YBR154C,0.7002173559704152
YAL003W,YBR181C,0.0
YAL003W,YBR189W,0.8741367720249898
YAL003W,YBR191W,0.8942399577949762
YAL003W,YBR268W,0.12328065784265667
YAL003W,YCR031C,0.6447796341534563
YAL003W,YCR034W,0.6322154858889268
YAL003W,YCR042C,0.0
YAL003W,YCR077C,0.0
YAL003W,YDL014W,0.8381059990981728
YAL003W,YDL061C,0.7304939530921504
YAL003W,YDL075W,0.8519570679342124
YAL003W,YDL081C,0.748346686179083
YAL003W,YDL082W,0.8951813601924029
YAL003W,YDL083C,0.9005512659201215
YAL003W,YDL130W,0.8229932517791547
YAL003W,YDL136W,0.0
YAL003W,YDL140C,0.3125119092489898
YAL003W,YDL191W,0.8814328407385784
YAL003W,YDL208W,0.853008882357386
YAL003W,YDR012W,0.7089918098725265
YAL003W,YDR025W,0.0
